id,nation
15524,SanFrancisco-California-UnitedStates
15525,Amherst-Massachusetts-UnitedStates
15536,Toronto-Canada
15547,SanFrancisco-California-UnitedStates
15571,GrandRapids-Michigan-UnitedStates
15616,NewYork-NewYork-UnitedStates
15618,Amsterdam-Netherlands
15642,SouthHadley-Massachusetts-UnitedStates
15652,NewYork-NewYork-UnitedStates
15710,SanFrancisco-California-UnitedStates
15754,Washington-DistrictofColumbia-UnitedStates
15768,Washington-DistrictofColumbia-UnitedStates
15775,LosAngeles-California-UnitedStates
15811,NewYork-NewYork-UnitedStates
15848,Ottawa-Canada
15903,SanJose-California-UnitedStates
15905,Ukiah-California-UnitedStates
15914,Milan-Italy
15926,NewportNews-Virginia-UnitedStates
15933,Cambridge-Massachusetts-UnitedStates
15964,NewYork-NewYork-UnitedStates
16021,Atlixco-Mexico
16082,Armuchee-Georgia-UnitedStates
16109,FarmingtonHills-Michigan-UnitedStates
16144,TilghmanIsland-Maryland-UnitedStates
16284,SanFrancisco-California-UnitedStates
16329,Hiram-Ohio-UnitedStates
16330,Glasgow-UnitedKingdom
16345,GrandPr\xc3\xa9-Canada
16370,Copenhagen-Denmark
16426,Leicester-UnitedKingdom
16445,Street-UnitedKingdom
16503,Leipzig-Germany
16534,NewYork-NewYork-UnitedStates
16549,Dallas-Texas-UnitedStates
16556,SanFrancisco-California-UnitedStates
16562,NewYork-NewYork-UnitedStates
16606,Milan-Italy
16675,Germany
16743,Portland-Oregon-UnitedStates
16830,Berlin-Germany
16875,Anchorage-Alaska-UnitedStates
16878,Montreal-Canada
16952,Washington-DistrictofColumbia-UnitedStates
16967,LosAngeles-California-UnitedStates
16995,Strasbourg-France
17003,Buffalo-NewYork-UnitedStates
17058,SanFrancisco-California-UnitedStates
17093,Marion-Kansas-UnitedStates
17112,Bulle-Switzerland
17212,NewYork-NewYork-UnitedStates
17311,California-UnitedStates
17333,Austin-Texas-UnitedStates
17334,Vienna-Austria
17393,SanFrancisco-California-UnitedStates
17420,NewYork-NewYork-UnitedStates
17434,NewYork-NewYork-UnitedStates
17444,Wiehl-Germany
17531,Oakland-California-UnitedStates
17533,UnitedStates
17569,LosAngeles-California-UnitedStates
17615,Massachusetts-UnitedStates
17620,NewYork-NewYork-UnitedStates
17628,Boston-Massachusetts-UnitedStates
17683,SanFrancisco-California-UnitedStates
17716,Washington-DistrictofColumbia-UnitedStates
17755,TheHague-Netherlands
17796,Wilmington-Delaware-UnitedStates
17844,Montreal-Canada
17861,Portland-Oregon-UnitedStates
17952,Longueuil-Canada
17977,Portland-Oregon-UnitedStates
17983,Denver-Colorado-UnitedStates
17994,LosAngeles-California-UnitedStates
18003,SanFrancisco-California-UnitedStates
18022,Montreal-Canada
18050,Evanston-Illinois-UnitedStates
18090,Phoenix-Arizona-UnitedStates
18103,Cranston-RhodeIsland-UnitedStates
18159,Helsinki-Finland
18165,SanMarcos-California-UnitedStates
18206,WashingtonD.C.-DistrictofColumbia-UnitedStates
18250,Sacramento-California-UnitedStates
18296,Austin-Texas-UnitedStates
18334,Malmo-Sweden
18347,Buffalo-NewYork-UnitedStates
18430,LosAngeles-California-UnitedStates
18431,SanFrancisco-California-UnitedStates
18432,Boston-Massachusetts-UnitedStates
18490,NewYork-NewYork-UnitedStates
18513,OldSaybrook-Connecticut-UnitedStates
18521,LosAngeles-California-UnitedStates
18533,WashingtonD.C.-DistrictofColumbia-UnitedStates
18541,PaloAlto-California-UnitedStates
18598,NewYork-NewYork-UnitedStates
18642,NewYork-NewYork-UnitedStates
18645,Boston-Massachusetts-UnitedStates
18669,Paris-France
18771,Durham-NorthCarolina-UnitedStates
18775,SaoPaulo-Brazil
18868,Liniers-France
18934,Chicago-Illinois-UnitedStates
18951,NewYork-NewYork-UnitedStates
19017,Arlington-Virginia-UnitedStates
19047,Somerville-Massachusetts-UnitedStates
19061,SutterCreek-California-UnitedStates
19082,PottsPoint-Australia
19091,Arlington-Massachusetts-UnitedStates
19119,GreatBarrington-Massachusetts-UnitedStates
19234,Portland-Oregon-UnitedStates
19236,outofmysuitcase
19290,Shoreview-Minnesota-UnitedStates
19318,LosAngeles-California-UnitedStates
19330,UnitedStates
19342,NewYork-NewYork-UnitedStates
19345,Washington-D.C.-DistrictofColumbia-UnitedStates
19406,Easthampton-Massachusetts-UnitedStates
19417,Sydney-Australia
19494,CA
19530,Pistoia-Italy
19534,NewOrleans-Louisiana-UnitedStates
19560,Boston-Massachusetts-UnitedStates
19592,Caracas-Venezuela
19621,Washington-DistrictofColumbia-UnitedStates
19628,Amersfoort-Netherlands
19636,Houston-Texas-UnitedStates
19644,BonitaSprings-Florida-UnitedStates
19681,NewYork-NewYork-UnitedStates
19700,Toronto-Canada
19735,Montreal-Canada
19766,Boston-Massachusetts-UnitedStates
19778,Vancouver-Canada
19844,Philadelphia-Pennsylvania-UnitedStates
19893,Nashville-Tennessee-UnitedStates
19903,Bangkok-Thailand
19923,GoldRiver-California-UnitedStates
19938,LosAngeles-California-UnitedStates
19950,Paris-France
19967,Copenhagen-Denmark
19992,LosAngeles-California-UnitedStates
19995,Oakland-California-UnitedStates
20172,Orinda-California-UnitedStates
20174,Austin-Texas-UnitedStates
20229,Hamburg-Germany
20243,Orlando-Florida-UnitedStates
20249,Oslo-Norway
20258,Adelaide-SouthAustralia-Australia
20291,Anchorage-Alaska-UnitedStates
20294,LasVegas-Nevada-UnitedStates
20303,SanFrancisco-California-UnitedStates
20319,Minneapolis-Minnesota-UnitedStates
20332,Austin-Texas-UnitedStates
20340,IL
20347,Sydney-NewSouthWales-Australia
20355,NewYork-NewYork-UnitedStates
20383,BatonRouge-Louisiana-UnitedStates
20425,NewYork-NewYork-UnitedStates
20520,CapeTown-SouthAfrica
20592,Dubai-UnitedArabEmirates
20648,NewYork-NewYork-UnitedStates
20664,Ajaccio-France
20684,SanFrancisco-California-UnitedStates
20692,Middlebury-Vermont-UnitedStates
20753,Berlin-Germany
20777,Atlanta-Georgia-UnitedStates
20785,RasAl-Khaimah-UnitedArabEmirates
20813,Minneapolis-Minnesota-UnitedStates
20817,Charlotte-NorthCarolina-UnitedStates
20838,Sacramento-California-UnitedStates
20903,FI
20904,Mumbai-India
20905,Linz-Austria
20912,LosAngeles-California-UnitedStates
20952,NewYork-NewYork-UnitedStates
20967,Budapest-Hungary
20973,Orinda-California-UnitedStates
20975,SantaBarbara-California-UnitedStates
20979,Boston-Massachusetts-UnitedStates
20985,Arden-Delaware-UnitedStates
21005,Southampton-UnitedKingdom
21054,Hindmarsh-Australia
21062,Dusseldorf-Germany
21080,NewYork-NewYork-UnitedStates
21100,Vancouver-Canada
21114,Toronto-Canada
21148,Kitchener-Canada
21153,Montreal-Canada
21161,FallsChurch-Virginia-UnitedStates
21188,NewYork-NewYork-UnitedStates
21198,California-UnitedStates
21249,CityofBrussels-Belgium
21256,LosAngeles-California-UnitedStates
21306,NewYork-NewYork-UnitedStates
21423,SanAnselmo-California-UnitedStates
21452,Atlanta-Georgia-UnitedStates
21464,Shoreline-Washington-UnitedStates
21527,SanFrancisco-California-UnitedStates
21580,Sydney-Australia
21631,Seattle-Washington-UnitedStates
21661,GB
21699,SanFrancisco-California-UnitedStates
21704,PortoAlegre-Brazil
21743,HongKong
21784,Berlin-Germany
21899,LosAngeles-California-UnitedStates
21901,Calgary-Canada
21932,Ojai-California-UnitedStates
22027,Paris-France
22064,SanFrancisco-California-UnitedStates
22107,SanJose-California-UnitedStates
22117,Providence-RhodeIsland-UnitedStates
22121,NewYork-NewYork-UnitedStates
22137,Burlington-Vermont-UnitedStates
22193,MexicoCity-Mexico
22216,Frankfurt-Germany
22312,London-UnitedKingdom
22363,LosAngeles-California-UnitedStates
22374,Philadelphia-Pennsylvania-UnitedStates
22383,Buffalo-NewYork-UnitedStates
22388,Bellflower-California-UnitedStates
22414,Stockholm-Sweden
22417,SanFrancisco-California-UnitedStates
22455,Oakland-California-UnitedStates
22456,BuenosAires-Argentina
22486,NewYork-NewYork-UnitedStates
22505,Beijing-China
22543,Singapore
22580,NewYork-NewYork-UnitedStates
22614,Cambridge-Massachusetts-UnitedStates
22624,SanJuan-PuertoRico
22627,NewJersey-UnitedStates
22636,US
22686,NewYork-UnitedStates
22756,SanFrancisco-California-UnitedStates
22786,Durham-NorthCarolina-UnitedStates
22795,Toronto-Canada
22833,Auckland-NewZealand
22841,SanAntonio-Texas-UnitedStates
22845,Pennsylvania-UnitedStates
22851,Whitstable-UnitedKingdom
22855,Austin-Texas-UnitedStates
22861,NewYork-NewYork-UnitedStates
22880,LosAngeles-California-UnitedStates
22888,SpringBranch-Texas-UnitedStates
22919,Buffalo-NewYork-UnitedStates
22933,Newtown-Australia
22942,LosAngeles-California-UnitedStates
22951,Calgary-Canada
22967,Miami-Florida-UnitedStates
22983,Carlton-Australia
22985,CY
23024,SanFrancisco-California-UnitedStates
23036,SanFrancisco-California-UnitedStates
23141,Madrid-Spain
23162,SanRamon-California-UnitedStates
23194,Brandon-Florida-UnitedStates
23200,Montreal-Canada
23211,LosAngeles-California-UnitedStates
23272,Montreal-Canada
23276,NewYork-NewYork-UnitedStates
23278,SanFrancisco-California-UnitedStates
23296,Maisons-Alfort-France
23346,SanJose-California-UnitedStates
23395,Boston-Massachusetts-UnitedStates
23420,SanFrancisco-California-UnitedStates
23449,LosAngeles-California-UnitedStates
23550,Maine-UnitedStates
23576,Newport-RhodeIsland-UnitedStates
23602,NewYork-NewYork-UnitedStates
23632,Melbourne-Victoria-Australia
23681,Waveland-Mississippi-UnitedStates
23704,Chicago-Illinois-UnitedStates
23709,Oneonta-NewYork-UnitedStates
23748,Richmond-NewHampshire-UnitedStates
23800,California-UnitedStates
23821,Louisiana-UnitedStates
23832,TelAviv-Israel
23868,Grafton-Massachusetts-UnitedStates
23992,Madison-Wisconsin-UnitedStates
23994,FortWashington-Pennsylvania-UnitedStates
24048,SanJose-California-UnitedStates
24051,NewYork-NewYork-UnitedStates
24056,KansasCity-Missouri-UnitedStates
24073,Pittsburgh-Pennsylvania-UnitedStates
24081,Yorkville-Illinois-UnitedStates
24127,Brisbane-Queensland-Australia
24139,Seattle-Washington-UnitedStates
24141,Australia
24189,Montreal-Canada
24256,London-UnitedKingdom
24268,Hillsboro-Oregon-UnitedStates
24273,Dublin-Ireland
24309,Dusseldorf-Germany
24333,Birmingham-UnitedKingdom
24355,Seattle-Washington-UnitedStates
24405,KennettSquare-Pennsylvania-UnitedStates
24410,London-UnitedKingdom
24501,Nevada-UnitedStates
24637,Melbourne-Australia
24661,LosAngeles-California-UnitedStates
24704,NorthCarolina-UnitedStates
24716,Montreal-Canada
24768,Northampton-Massachusetts-UnitedStates
24826,SanFrancisco-California-UnitedStates
24832,Israel
24880,GB
24881,Atlanta-Georgia-UnitedStates
24902,Atlanta-Georgia-UnitedStates
24941,LosAngeles-California-UnitedStates
24944,Minneapolis-Minnesota-UnitedStates
24945,SanFrancisco-California-UnitedStates
24957,Minneapolis-Minnesota-UnitedStates
24967,Toronto-Canada
25128,ReggioEmilia-Italy
25144,Brighton-UnitedKingdom
25167,Bogota-Colombia
25171,Coquitlam-Canada
25238,Nancy-France
25255,Charlotte-NorthCarolina-UnitedStates
25271,Toronto-Canada
25375,Canada
25393,LaL\xc3\xadneadelaConcepci\xc3\xb3n-Spain
25403,SaoPaulo-Brazil
25468,Kentfield-California-UnitedStates
25484,LosAngeles-California-UnitedStates
25514,Melbourne-Australia
25533,NewYork-NewYork-UnitedStates
25537,Cambridge-Massachusetts-UnitedStates
25539,SaoPaulo-Brazil
25546,CoralSprings-Florida-UnitedStates
25583,Hamden-Connecticut-UnitedStates
25621,WashingtonD.C.-DistrictofColumbia-UnitedStates
25643,Berlin-Germany
25645,SanFrancisco-California-UnitedStates
25647,SanFrancisco-California-UnitedStates
25678,NewYork-NewYork-UnitedStates
25696,NewYork-NewYork-UnitedStates
25704,LosAngeles-California-UnitedStates
25776,Arlington-Massachusetts-UnitedStates
25797,Toronto-Canada
25800,HalfMoonBay-California-UnitedStates
25801,NewYork-NewYork-UnitedStates
25847,Houston-Texas-UnitedStates
25848,Arlington-Virginia-UnitedStates
25852,Atlanta-Georgia-UnitedStates
25861,Berlin-Germany
25906,NewYork-NewYork-UnitedStates
25995,Dubai-UnitedArabEmirates
26080,NewYork-NewYork-UnitedStates
26132,Bregenz-Austria
26142,Toledo-Ohio-UnitedStates
26156,Denton-Texas-UnitedStates
26171,London-UnitedKingdom
26179,Sudbury-Canada
26187,Canberra-Australia
26196,Copenhagen-Denmark
26218,London-UnitedKingdom
26220,Montreal-Canada
26239,Paris-France
26245,Reading-UnitedKingdom
26250,SanFrancisco-California-UnitedStates
26253,London-UnitedKingdom
26258,London-UnitedKingdom
26285,DalyCity-California-UnitedStates
26333,BeverlyHills-California-UnitedStates
26343,Bremen-Germany
26468,Guatemala-Guatemala
26500,SanFrancisco-California-UnitedStates
26517,Chicago-Illinois-UnitedStates
26566,Georgia-UnitedStates
26567,Sonoma-California-UnitedStates
26591,UnitedStates
26592,Boston-Massachusetts-UnitedStates
26607,Cardiff-UnitedKingdom
26634,LosAngeles-California-UnitedStates
26648,London-UnitedKingdom
26664,SanFrancisco-California-UnitedStates
26695,NewYork-NewYork-UnitedStates
26696,Boston-Massachusetts-UnitedStates
26704,Vancouver-Canada
26718,Potrero-CostaRica
26773,Vancouver-Canada
26815,Marietta-Georgia-UnitedStates
26828,Bourg-Saint-Maurice-France
26899,Richmond-Canada
26901,London-UnitedKingdom
27007,LosAngeles-California-UnitedStates
27022,Homewood-Alabama-UnitedStates
27042,SanFrancisco-California-UnitedStates
27112,Philadelphia-Pennsylvania-UnitedStates
27127,Atlanta-Georgia-UnitedStates
27184,Ultimo-Australia
27245,BeirutGovernorate-Lebanon
27250,b'\xc3\x96rebroCounty-Sweden
27313,SantaCruz-California-UnitedStates
27402,LosAngeles-California-UnitedStates
27403,London-UnitedKingdom
27408,Bangor-UnitedKingdom
27414,NewYork-NewYork-UnitedStates
27418,Sacramento-California-UnitedStates
27486,EastHampton-Connecticut-UnitedStates
27500,Alexandria-Virginia-UnitedStates
27507,Strasbourg-France
27558,NewYork-NewYork-UnitedStates
